"","V1","V2"
"1",0.0567465241998416,0.194771473063162
"2",0.0567465241998416,0.194771473063162
"3",0.0567465241998416,0.194771473063162
"4",-0.0267649753950555,0.187567446893087
"5",-0.0267649753950555,0.187567446893087
"6",-0.0267649753950555,0.187567446893087
"7",-0.00719597809948214,0.145381537778309
"8",-0.00719597809948214,0.145381537778309
"9",-0.00719597809948214,0.145381537778309
"10",0.0469820034690183,0.226808375073603
"11",0.0469820034690183,0.226808375073603
"12",0.0469820034690183,0.226808375073603
"13",0.0469820034690183,0.226808375073603
"14",0.0469820034690183,0.226808375073603
"15",0.0469820034690183,0.226808375073603
"16",0.0469820034690183,0.226808375073603
"17",0.0469820034690183,0.226808375073603
"18",0.0579763907007854,0.250460863625637
"19",0.0579763907007854,0.250460863625637
"20",0.0579763907007854,0.250460863625637
"21",-0.00096412855200656,0.269095945451415
"22",-0.00096412855200656,0.269095945451415
"23",-0.00096412855200656,0.269095945451415
"24",-0.00096412855200656,0.269095945451415
"25",-0.00096412855200656,0.269095945451415
"26",0.0725386758800577,0.344807895645506
"27",0.0616153846960496,0.319217643560848
"28",-0.012250631675126,0.309551454335457
"29",-0.00499907964840716,0.219607120146981
"30",0.022603965457527,0.302478112047545
"31",0.0375737051013839,0.372846976434818
"32",0.0375737051013839,0.372846976434818
"33",0.0375737051013839,0.372846976434818
"34",0.0375737051013839,0.372846976434818
"35",0.0112693610135447,0.456798339029781
"36",0.0112693610135447,0.456798339029781
"37",0.0112693610135447,0.456798339029781
"38",0.0112693610135447,0.456798339029781
"39",0.0256276594009232,0.437553499545908
"40",0.0256276594009232,0.437553499545908
"41",0.0256276594009232,0.437553499545908
"42",0.0645750877913069,0.473861646046868
"43",0.0645750877913069,0.473861646046868
"44",0.0645750877913069,0.473861646046868
"45",0.124704757519064,0.455174782732508
"46",0.124704757519064,0.455174782732508
"47",0.0884389258455467,0.471756044263027
"48",0.0884389258455467,0.471756044263027
"49",0.0671977250836771,0.399784362316138
"50",0.0671977250836771,0.399784362316138
"51",0.0509631944354605,0.450849580951041
"52",0.0509631944354605,0.450849580951041
"53",0.0509631944354605,0.450849580951041
"54",0.0509631944354605,0.450849580951041
"55",0.0509631944354605,0.450849580951041
"56",0.0509631944354605,0.450849580951041
"57",-0.0010756070259977,0.36172185046599
"58",-0.0010756070259977,0.36172185046599
"59",0.0266807116102409,0.365701876999817
"60",-0.0244969936553407,0.38645082316362
"61",-0.0244969936553407,0.38645082316362
"62",-0.0484858920332063,0.459955848287797
"63",0.00605593277141267,0.500075948005549
"64",0.00605593277141267,0.500075948005549
"65",0.00605593277141267,0.500075948005549
"66",0.00419300119392389,0.475290229497484
"67",0.00419300119392389,0.475290229497484
"68",0.00419300119392389,0.475290229497484
"69",0.00419300119392389,0.475290229497484
"70",0.00419300119392389,0.475290229497484
"71",-0.0226734777912516,0.427777920244268
"72",-0.045584595017137,0.375922232540331
"73",0.0254102181643229,0.342441919213167
"74",0.0254102181643229,0.342441919213167
"75",-0.00173233128152971,0.306558713736019
"76",0.0024196879006904,0.357510759448639
"77",0.0024196879006904,0.357510759448639
"78",0.0024196879006904,0.357510759448639
"79",0.0024196879006904,0.357510759448639
"80",-0.027994909789415,0.265402982151142
"81",0.0446530180517566,0.335473249992362
"82",-0.0192333960440028,0.339147985307506
"83",-0.0192333960440028,0.339147985307506
"84",0.0381187054328602,0.333386229025206
"85",0.0381187054328602,0.333386229025206
"86",0.0381187054328602,0.333386229025206
"87",0.0296127390582096,0.333148315781734
"88",0.0296127390582096,0.333148315781734
"89",0.0296127390582096,0.333148315781734
"90",0.0296127390582096,0.333148315781734
"91",0.0296127390582096,0.333148315781734
"92",0.0296127390582096,0.333148315781734
"93",0.0296127390582096,0.333148315781734
"94",-0.0220912660937774,0.346826173691085
"95",-0.0118607385084051,0.303713662317029
"96",-0.024402491468938,0.380169023852802
"97",0.0126774743664992,0.351069172099239
"98",-0.00886001037433926,0.338403845904401
"99",-0.0515453992877174,0.269013103423646
"100",-0.0515453992877174,0.269013103423646
"101",-0.040202322276311,0.292437647795311
"102",0.000723690725861148,0.311871329788125
"103",0.000723690725861148,0.311871329788125
"104",0.000723690725861148,0.311871329788125
"105",0.000723690725861148,0.311871329788125
"106",0.000723690725861148,0.311871329788125
"107",0.000723690725861148,0.311871329788125
"108",0.0521096042357367,0.277119342982775
"109",0.0521096042357367,0.277119342982775
"110",0.0521096042357367,0.277119342982775
"111",0.0521096042357367,0.277119342982775
"112",0.0521096042357367,0.277119342982775
"113",0.00989982690661962,0.306749212043366
"114",0.0329372442793083,0.385859690327204
"115",0.0329372442793083,0.385859690327204
"116",0.0385359679348748,0.438288770569495
"117",0.0385359679348748,0.438288770569495
"118",0.0385359679348748,0.438288770569495
"119",0.0385359679348748,0.438288770569495
"120",-0.0182998260948825,0.373978877067572
"121",0.0604964795988035,0.464790303399793
"122",0.0523168928455543,0.490627734642482
"123",0.0523168928455543,0.490627734642482
"124",0.0523168928455543,0.490627734642482
"125",0.0523168928455543,0.490627734642482
"126",-0.0291995570994932,0.441820263443521
"127",-0.0291995570994932,0.441820263443521
"128",-0.0291995570994932,0.441820263443521
"129",-0.0291995570994932,0.441820263443521
"130",-0.0365121155511606,0.462819954566664
"131",-0.0536919072736073,0.410952862398705
"132",-0.0643380130641181,0.328394755907363
"133",-0.0643380130641181,0.328394755907363
"134",-0.0643380130641181,0.328394755907363
"135",-0.0643380130641181,0.328394755907363
