"","x"
"1",0.200000000000003
"2",0.5
"3",0.5
"4",0.266666666666666
"5",0.333333333333336
"6",0.533333333333331
"7",0.199999999999996
"8",0.200000000000003
"9",0.06666666666667
"10",0.5
"11",0.466666666666669
"12",0.299999999999997
"13",0.0333333333333314
"14",0.666666666666671
"15",0.43333333333333
"16",0.600000000000001
"17",0.399999999999999
"18",1.96666666666667
"19",2.06666666666666
"20",1.83333333333334
"21",0.366666666666667
"22",3.13333333333333
"23",1.73333333333333
"24",3.66666666666666
"25",1.93333333333333
"26",-0.0333333333333314
"27",0.633333333333333
"28",1.23333333333333
"29",0.633333333333333
"30",0.266666666666666
"31",0.933333333333337
"32",0.733333333333334
"33",0.533333333333331
"34",1.33333333333333
"35",1.56666666666667
"36",0.0999999999999943
"37",0.733333333333334
"38",1.60000000000001
"39",2.03333333333333
"40",1.10000000000001
"41",1.59999999999999
"42",2.63333333333333
"43",2.63333333333334
"44",2.43333333333334
"45",2.8
"46",3.83333333333333
"47",1.73333333333333
"48",2.90000000000001
"49",2.09999999999999
"50",2.83333333333333
"51",2.16666666666667
"52",0.666666666666671
"53",-0.100000000000009
"54",0.866666666666674
"55",0.0999999999999943
"56",0.433333333333337
"57",0.0999999999999943
"58",0.0333333333333456
"59",0.36666666666666
"60",0.966666666666669
"61",0.5
"62",1.13333333333334
"63",0.699999999999989
"64",-0.233333333333334
"65",-0.266666666666666
"66",-0.266666666666666
"67",0.0999999999999943
"68",-0.699999999999989
"69",0.633333333333326
"70",-1.56666666666666
"71",-1.90000000000001
"72",-0.466666666666654
"73",0.36666666666666
"74",1.16666666666667
"75",1.59999999999999
"76",1.16666666666667
"77",0.5
"78",0.599999999999994
"79",1.73333333333333
"80",1.5
"81",0.5
"82",2.43333333333334
"83",1.86666666666666
"84",-0.399999999999991
"85",0.433333333333323
"86",1.66666666666667
"87",-0.166666666666671
"88",2.13333333333334
"89",3.39999999999999
"90",-2.39999999999999
"91",-1.16666666666667
"92",-0.166666666666671
"93",0.100000000000009
"94",-0.333333333333343
"95",1.26666666666668
"96",0.700000000000003
"97",-0.0333333333333456
"98",0.533333333333346
"99",1.13333333333333
"100",-0.633333333333326
"101",0.0333333333333172
"102",0.466666666666669
"103",0.666666666666671
"104",0.933333333333337
"105",0.466666666666669
"106",2
"107",1.5
"108",0.266666666666666
"109",0.266666666666666
"110",0.833333333333329
"111",1.53333333333333
"112",0.333333333333329
"113",0.26666666666668
"114",0.0666666666666629
"115",-1.3
"116",0
"117",0.299999999999997
"118",-2.46666666666667
"119",-0.0999999999999943
"120",-0.63333333333334
"121",-0.833333333333329
"122",-0.866666666666674
"123",1.90000000000001
"124",2.36666666666667
"125",1.06666666666666
"126",1.70000000000002
"127",2.39999999999998
"128",1.73333333333332
"129",1.76666666666668
"130",2.23333333333335
"131",-1.53333333333333
"132",-2.86666666666667
"133",-3.96666666666667
"134",-0.5
"135",1.93333333333334
"136",0.833333333333314
"137",1.40000000000001
"138",4.96666666666667
"139",-0.866666666666674
"140",0.900000000000006
"141",1.16666666666669
"142",2.96666666666664
"143",4.06666666666669
"144",1.43333333333331
"145",2.83333333333334
"146",1.53333333333333
"147",2.46666666666667
"148",4.16666666666666
"149",5.59999999999999
"150",-1.5333333333333
"151",2.63333333333333
"152",1.30000000000001
"153",-2.56666666666669
"154",2.56666666666669
"155",6.13333333333333
"156",0.833333333333314
"157",3.76666666666668
"158",6.43333333333334
"159",12.1333333333333
"160",4.46666666666667
"161",-22.4333333333333
"162",-8.5
"163",1.80000000000001
"164",2.53333333333333
"165",3.03333333333333
"166",5.16666666666666
"167",2.16666666666669
"168",0.399999999999977
"169",3.36666666666667
"170",7.90000000000001
"171",7.79999999999998
"172",0.133333333333326
"173",-3.06666666666663
"174",1.39999999999998
"175",-0.366666666666646
"176",0.599999999999994
"177",-0.133333333333326
"178",1.33333333333331
"179",0.366666666666674
"180",0.199999999999989
"181",-2.26666666666665
"182",3.59999999999999
"183",2.70000000000002
"184",-1.06666666666669
"185",-6.69999999999999
"186",-8.90000000000001
"187",1.5
"188",-1.40000000000001
"189",-6.06666666666666
"190",-3.56666666666666
"191",3.36666666666667
"192",1.69999999999999
"193",0
"194",4.19999999999999
"195",1.86666666666667
"196",0.900000000000006
"197",1.66666666666669
"198",3.13333333333333
"199",3.63333333333333
